name,url,types,abilities,hp,attack,defense,special-attack,special-defense,speed,is_legendary,generation,hidden_ability,primary_type,weight,height
xatu,https://pokeapi.co/api/v2/pokemon/178/,"psychic, flying","synchronize, early-bird, magic-bounce",65,75,70,95,70,95,False,generation-ii,magic-bounce,psychic,150,15
mareep,https://pokeapi.co/api/v2/pokemon/179/,electric,"static, plus",55,40,40,65,45,35,False,generation-ii,plus,electric,78,6
flaaffy,https://pokeapi.co/api/v2/pokemon/180/,electric,"static, plus",70,55,55,80,60,45,False,generation-ii,plus,electric,133,8
ampharos,https://pokeapi.co/api/v2/pokemon/181/,electric,"static, plus",90,75,85,115,90,55,False,generation-ii,plus,electric,615,14
bellossom,https://pokeapi.co/api/v2/pokemon/182/,grass,"chlorophyll, healer",75,80,95,90,100,50,False,generation-ii,healer,grass,58,4
marill,https://pokeapi.co/api/v2/pokemon/183/,"water, fairy","thick-fat, huge-power, sap-sipper",70,20,50,20,50,40,False,generation-ii,sap-sipper,water,85,4
azumarill,https://pokeapi.co/api/v2/pokemon/184/,"water, fairy","thick-fat, huge-power, sap-sipper",100,50,80,60,80,50,False,generation-ii,sap-sipper,water,285,8
sudowoodo,https://pokeapi.co/api/v2/pokemon/185/,rock,"sturdy, rock-head, rattled",70,100,115,30,65,30,False,generation-ii,rattled,rock,380,12
politoed,https://pokeapi.co/api/v2/pokemon/186/,water,"water-absorb, damp, drizzle",90,75,75,90,100,70,False,generation-ii,drizzle,water,339,11
hoppip,https://pokeapi.co/api/v2/pokemon/187/,"grass, flying","chlorophyll, leaf-guard, infiltrator",35,35,40,35,55,50,False,generation-ii,infiltrator,grass,5,4
skiploom,https://pokeapi.co/api/v2/pokemon/188/,"grass, flying","chlorophyll, leaf-guard, infiltrator",55,45,50,45,65,80,False,generation-ii,infiltrator,grass,10,6
jumpluff,https://pokeapi.co/api/v2/pokemon/189/,"grass, flying","chlorophyll, leaf-guard, infiltrator",75,55,70,55,95,110,False,generation-ii,infiltrator,grass,30,8
aipom,https://pokeapi.co/api/v2/pokemon/190/,normal,"run-away, pickup, skill-link",55,70,55,40,55,85,False,generation-ii,skill-link,normal,115,8
sunkern,https://pokeapi.co/api/v2/pokemon/191/,grass,"chlorophyll, solar-power, early-bird",30,30,30,30,30,30,False,generation-ii,early-bird,grass,18,3
sunflora,https://pokeapi.co/api/v2/pokemon/192/,grass,"chlorophyll, solar-power, early-bird",75,75,55,105,85,30,False,generation-ii,early-bird,grass,85,8
yanma,https://pokeapi.co/api/v2/pokemon/193/,"bug, flying","speed-boost, compound-eyes, frisk",65,65,45,75,45,95,False,generation-ii,frisk,bug,380,12
wooper,https://pokeapi.co/api/v2/pokemon/194/,"water, ground","damp, water-absorb, unaware",55,45,45,25,25,15,False,generation-ii,unaware,water,85,4
quagsire,https://pokeapi.co/api/v2/pokemon/195/,"water, ground","damp, water-absorb, unaware",95,85,85,65,65,35,False,generation-ii,unaware,water,750,14
espeon,https://pokeapi.co/api/v2/pokemon/196/,psychic,"synchronize, magic-bounce",65,65,60,130,95,110,False,generation-ii,magic-bounce,psychic,265,9
umbreon,https://pokeapi.co/api/v2/pokemon/197/,dark,"synchronize, inner-focus",95,65,110,60,130,65,False,generation-ii,inner-focus,dark,270,10
murkrow,https://pokeapi.co/api/v2/pokemon/198/,"dark, flying","insomnia, super-luck, prankster",60,85,42,85,42,91,False,generation-ii,prankster,dark,21,5
slowking,https://pokeapi.co/api/v2/pokemon/199/,"water, psychic","oblivious, own-tempo, regenerator",95,75,80,100,110,30,False,generation-ii,regenerator,water,795,20
misdreavus,https://pokeapi.co/api/v2/pokemon/200/,ghost,levitate,60,60,60,85,85,85,False,generation-ii,,ghost,10,7
unown,https://pokeapi.co/api/v2/pokemon/201/,psychic,levitate,48,72,48,72,48,48,False,generation-ii,,psychic,50,5
wobbuffet,https://pokeapi.co/api/v2/pokemon/202/,psychic,"shadow-tag, telepathy",190,33,58,33,58,33,False,generation-ii,telepathy,psychic,285,13
girafarig,https://pokeapi.co/api/v2/pokemon/203/,"normal, psychic","inner-focus, early-bird, sap-sipper",70,80,65,90,65,85,False,generation-ii,sap-sipper,normal,415,15
pineco,https://pokeapi.co/api/v2/pokemon/204/,bug,"sturdy, overcoat",50,65,90,35,35,15,False,generation-ii,overcoat,bug,72,6
forretress,https://pokeapi.co/api/v2/pokemon/205/,"bug, steel","sturdy, overcoat",75,90,140,60,60,40,False,generation-ii,overcoat,bug,1258,12
dunsparce,https://pokeapi.co/api/v2/pokemon/206/,normal,"serene-grace, run-away, rattled",100,70,70,65,65,45,False,generation-ii,rattled,normal,140,15
gligar,https://pokeapi.co/api/v2/pokemon/207/,"ground, flying","hyper-cutter, sand-veil, immunity",65,75,105,35,65,85,False,generation-ii,immunity,ground,648,11
steelix,https://pokeapi.co/api/v2/pokemon/208/,"steel, ground","rock-head, sturdy, sheer-force",75,85,200,55,65,30,False,generation-ii,sheer-force,steel,4000,92
snubbull,https://pokeapi.co/api/v2/pokemon/209/,fairy,"intimidate, run-away, rattled",60,80,50,40,40,30,False,generation-ii,rattled,fairy,78,6
granbull,https://pokeapi.co/api/v2/pokemon/210/,fairy,"intimidate, quick-feet, rattled",90,120,75,60,60,45,False,generation-ii,rattled,fairy,487,14
qwilfish,https://pokeapi.co/api/v2/pokemon/211/,"water, poison","poison-point, swift-swim, intimidate",65,95,85,55,55,85,False,generation-ii,intimidate,water,39,5
scizor,https://pokeapi.co/api/v2/pokemon/212/,"bug, steel","swarm, technician, light-metal",70,130,100,55,80,65,False,generation-ii,light-metal,bug,1180,18
shuckle,https://pokeapi.co/api/v2/pokemon/213/,"bug, rock","sturdy, gluttony, contrary",20,10,230,10,230,5,False,generation-ii,contrary,bug,205,6
heracross,https://pokeapi.co/api/v2/pokemon/214/,"bug, fighting","swarm, guts, moxie",80,125,75,40,95,85,False,generation-ii,moxie,bug,540,15
sneasel,https://pokeapi.co/api/v2/pokemon/215/,"dark, ice","inner-focus, keen-eye, pickpocket",55,95,55,35,75,115,False,generation-ii,pickpocket,dark,280,9
teddiursa,https://pokeapi.co/api/v2/pokemon/216/,normal,"pickup, quick-feet, honey-gather",60,80,50,50,50,40,False,generation-ii,honey-gather,normal,88,6
ursaring,https://pokeapi.co/api/v2/pokemon/217/,normal,"guts, quick-feet, unnerve",90,130,75,75,75,55,False,generation-ii,unnerve,normal,1258,18
slugma,https://pokeapi.co/api/v2/pokemon/218/,fire,"magma-armor, flame-body, weak-armor",40,40,40,70,40,20,False,generation-ii,weak-armor,fire,350,7
magcargo,https://pokeapi.co/api/v2/pokemon/219/,"fire, rock","magma-armor, flame-body, weak-armor",60,50,120,90,80,30,False,generation-ii,weak-armor,fire,550,8
swinub,https://pokeapi.co/api/v2/pokemon/220/,"ice, ground","oblivious, snow-cloak, thick-fat",50,50,40,30,30,50,False,generation-ii,thick-fat,ice,65,4
piloswine,https://pokeapi.co/api/v2/pokemon/221/,"ice, ground","oblivious, snow-cloak, thick-fat",100,100,80,60,60,50,False,generation-ii,thick-fat,ice,558,11
corsola,https://pokeapi.co/api/v2/pokemon/222/,"water, rock","hustle, natural-cure, regenerator",65,55,95,65,95,35,False,generation-ii,regenerator,water,50,6
remoraid,https://pokeapi.co/api/v2/pokemon/223/,water,"hustle, sniper, moody",35,65,35,65,35,65,False,generation-ii,moody,water,120,6
octillery,https://pokeapi.co/api/v2/pokemon/224/,water,"suction-cups, sniper, moody",75,105,75,105,75,45,False,generation-ii,moody,water,285,9
delibird,https://pokeapi.co/api/v2/pokemon/225/,"ice, flying","vital-spirit, hustle, insomnia",45,55,45,65,45,75,False,generation-ii,insomnia,ice,160,9
mantine,https://pokeapi.co/api/v2/pokemon/226/,"water, flying","swift-swim, water-absorb, water-veil",85,40,70,80,140,70,False,generation-ii,water-veil,water,2200,21
skarmory,https://pokeapi.co/api/v2/pokemon/227/,"steel, flying","keen-eye, sturdy, weak-armor",65,80,140,40,70,70,False,generation-ii,weak-armor,steel,505,17
houndour,https://pokeapi.co/api/v2/pokemon/228/,"dark, fire","early-bird, flash-fire, unnerve",45,60,30,80,50,65,False,generation-ii,unnerve,dark,108,6
houndoom,https://pokeapi.co/api/v2/pokemon/229/,"dark, fire","early-bird, flash-fire, unnerve",75,90,50,110,80,95,False,generation-ii,unnerve,dark,350,14
kingdra,https://pokeapi.co/api/v2/pokemon/230/,"water, dragon","swift-swim, sniper, damp",75,95,95,95,95,85,False,generation-ii,damp,water,1520,18
phanpy,https://pokeapi.co/api/v2/pokemon/231/,ground,"pickup, sand-veil",90,60,60,40,40,40,False,generation-ii,sand-veil,ground,335,5
donphan,https://pokeapi.co/api/v2/pokemon/232/,ground,"sturdy, sand-veil",90,120,120,60,60,50,False,generation-ii,sand-veil,ground,1200,11
porygon2,https://pokeapi.co/api/v2/pokemon/233/,normal,"trace, download, analytic",85,80,90,105,95,60,False,generation-ii,analytic,normal,325,6
stantler,https://pokeapi.co/api/v2/pokemon/234/,normal,"intimidate, frisk, sap-sipper",73,95,62,85,65,85,False,generation-ii,sap-sipper,normal,712,14
smeargle,https://pokeapi.co/api/v2/pokemon/235/,normal,"own-tempo, technician, moody",55,20,35,20,45,75,False,generation-ii,moody,normal,580,12
tyrogue,https://pokeapi.co/api/v2/pokemon/236/,fighting,"guts, steadfast, vital-spirit",35,35,35,35,35,35,False,generation-ii,vital-spirit,fighting,210,7
hitmontop,https://pokeapi.co/api/v2/pokemon/237/,fighting,"intimidate, technician, steadfast",50,95,95,35,110,70,False,generation-ii,steadfast,fighting,480,14
smoochum,https://pokeapi.co/api/v2/pokemon/238/,"ice, psychic","oblivious, forewarn, hydration",45,30,15,85,65,65,False,generation-ii,hydration,ice,60,4
elekid,https://pokeapi.co/api/v2/pokemon/239/,electric,"static, vital-spirit",45,63,37,65,55,95,False,generation-ii,vital-spirit,electric,235,6
magby,https://pokeapi.co/api/v2/pokemon/240/,fire,"flame-body, vital-spirit",45,75,37,70,55,83,False,generation-ii,vital-spirit,fire,214,7
miltank,https://pokeapi.co/api/v2/pokemon/241/,normal,"thick-fat, scrappy, sap-sipper",95,80,105,40,70,100,False,generation-ii,sap-sipper,normal,755,12
blissey,https://pokeapi.co/api/v2/pokemon/242/,normal,"natural-cure, serene-grace, healer",255,10,10,75,135,55,False,generation-ii,healer,normal,468,15
raikou,https://pokeapi.co/api/v2/pokemon/243/,electric,"pressure, inner-focus",90,85,75,115,100,115,True,generation-ii,inner-focus,electric,1780,19
entei,https://pokeapi.co/api/v2/pokemon/244/,fire,"pressure, inner-focus",115,115,85,90,75,100,True,generation-ii,inner-focus,fire,1980,21
suicune,https://pokeapi.co/api/v2/pokemon/245/,water,"pressure, inner-focus",100,75,115,90,115,85,True,generation-ii,inner-focus,water,1870,20
larvitar,https://pokeapi.co/api/v2/pokemon/246/,"rock, ground","guts, sand-veil",50,64,50,45,50,41,False,generation-ii,sand-veil,rock,720,6
pupitar,https://pokeapi.co/api/v2/pokemon/247/,"rock, ground",shed-skin,70,84,70,65,70,51,False,generation-ii,,rock,1520,12
tyranitar,https://pokeapi.co/api/v2/pokemon/248/,"rock, dark","sand-stream, unnerve",100,134,110,95,100,61,False,generation-ii,unnerve,rock,2020,20
lugia,https://pokeapi.co/api/v2/pokemon/249/,"psychic, flying","pressure, multiscale",106,90,130,90,154,110,True,generation-ii,multiscale,psychic,2160,52
ho-oh,https://pokeapi.co/api/v2/pokemon/250/,"fire, flying","pressure, regenerator",106,130,90,110,154,90,True,generation-ii,regenerator,fire,1990,38
celebi,https://pokeapi.co/api/v2/pokemon/251/,"psychic, grass",natural-cure,100,100,100,100,100,100,False,generation-ii,,psychic,50,6
treecko,https://pokeapi.co/api/v2/pokemon/252/,grass,"overgrow, unburden",40,45,35,65,55,70,False,generation-iii,unburden,grass,50,5
grovyle,https://pokeapi.co/api/v2/pokemon/253/,grass,"overgrow, unburden",50,65,45,85,65,95,False,generation-iii,unburden,grass,216,9
sceptile,https://pokeapi.co/api/v2/pokemon/254/,grass,"overgrow, unburden",70,85,65,105,85,120,False,generation-iii,unburden,grass,522,17
torchic,https://pokeapi.co/api/v2/pokemon/255/,fire,"blaze, speed-boost",45,60,40,70,50,45,False,generation-iii,speed-boost,fire,25,4
combusken,https://pokeapi.co/api/v2/pokemon/256/,"fire, fighting","blaze, speed-boost",60,85,60,85,60,55,False,generation-iii,speed-boost,fire,195,9
blaziken,https://pokeapi.co/api/v2/pokemon/257/,"fire, fighting","blaze, speed-boost",80,120,70,110,70,80,False,generation-iii,speed-boost,fire,520,19
mudkip,https://pokeapi.co/api/v2/pokemon/258/,water,"torrent, damp",50,70,50,50,50,40,False,generation-iii,damp,water,76,4
marshtomp,https://pokeapi.co/api/v2/pokemon/259/,"water, ground","torrent, damp",70,85,70,60,70,50,False,generation-iii,damp,water,280,7
swampert,https://pokeapi.co/api/v2/pokemon/260/,"water, ground","torrent, damp",100,110,90,85,90,60,False,generation-iii,damp,water,819,15
poochyena,https://pokeapi.co/api/v2/pokemon/261/,dark,"run-away, quick-feet, rattled",35,55,35,30,30,35,False,generation-iii,rattled,dark,136,5
mightyena,https://pokeapi.co/api/v2/pokemon/262/,dark,"intimidate, quick-feet, moxie",70,90,70,60,60,70,False,generation-iii,moxie,dark,370,10
zigzagoon,https://pokeapi.co/api/v2/pokemon/263/,normal,"pickup, gluttony, quick-feet",38,30,41,30,41,60,False,generation-iii,quick-feet,normal,175,4
linoone,https://pokeapi.co/api/v2/pokemon/264/,normal,"pickup, gluttony, quick-feet",78,70,61,50,61,100,False,generation-iii,quick-feet,normal,325,5
wurmple,https://pokeapi.co/api/v2/pokemon/265/,bug,"shield-dust, run-away",45,45,35,20,30,20,False,generation-iii,run-away,bug,36,3
silcoon,https://pokeapi.co/api/v2/pokemon/266/,bug,shed-skin,50,35,55,25,25,15,False,generation-iii,,bug,100,6
beautifly,https://pokeapi.co/api/v2/pokemon/267/,"bug, flying","swarm, rivalry",60,70,50,100,50,65,False,generation-iii,rivalry,bug,284,10
cascoon,https://pokeapi.co/api/v2/pokemon/268/,bug,shed-skin,50,35,55,25,25,15,False,generation-iii,,bug,115,7
dustox,https://pokeapi.co/api/v2/pokemon/269/,"bug, poison","shield-dust, compound-eyes",60,50,70,50,90,65,False,generation-iii,compound-eyes,bug,316,12
lotad,https://pokeapi.co/api/v2/pokemon/270/,"water, grass","swift-swim, rain-dish, own-tempo",40,30,30,40,50,30,False,generation-iii,own-tempo,water,26,5
lombre,https://pokeapi.co/api/v2/pokemon/271/,"water, grass","swift-swim, rain-dish, own-tempo",60,50,50,60,70,50,False,generation-iii,own-tempo,water,325,12
ludicolo,https://pokeapi.co/api/v2/pokemon/272/,"water, grass","swift-swim, rain-dish, own-tempo",80,70,70,90,100,70,False,generation-iii,own-tempo,water,550,15
seedot,https://pokeapi.co/api/v2/pokemon/273/,grass,"chlorophyll, early-bird, pickpocket",40,40,50,30,30,30,False,generation-iii,pickpocket,grass,40,5
nuzleaf,https://pokeapi.co/api/v2/pokemon/274/,"grass, dark","chlorophyll, early-bird, pickpocket",70,70,40,60,40,60,False,generation-iii,pickpocket,grass,280,10
shiftry,https://pokeapi.co/api/v2/pokemon/275/,"grass, dark","chlorophyll, wind-rider, pickpocket",90,100,60,90,60,80,False,generation-iii,pickpocket,grass,596,13
taillow,https://pokeapi.co/api/v2/pokemon/276/,"normal, flying","guts, scrappy",40,55,30,30,30,85,False,generation-iii,scrappy,normal,23,3
swellow,https://pokeapi.co/api/v2/pokemon/277/,"normal, flying","guts, scrappy",60,85,60,75,50,125,False,generation-iii,scrappy,normal,198,7
wingull,https://pokeapi.co/api/v2/pokemon/278/,"water, flying","keen-eye, hydration, rain-dish",40,30,30,55,30,85,False,generation-iii,rain-dish,water,95,6
pelipper,https://pokeapi.co/api/v2/pokemon/279/,"water, flying","keen-eye, drizzle, rain-dish",60,50,100,95,70,65,False,generation-iii,rain-dish,water,280,12
ralts,https://pokeapi.co/api/v2/pokemon/280/,"psychic, fairy","synchronize, trace, telepathy",28,25,25,45,35,40,False,generation-iii,telepathy,psychic,66,4
kirlia,https://pokeapi.co/api/v2/pokemon/281/,"psychic, fairy","synchronize, trace, telepathy",38,35,35,65,55,50,False,generation-iii,telepathy,psychic,202,8
gardevoir,https://pokeapi.co/api/v2/pokemon/282/,"psychic, fairy","synchronize, trace, telepathy",68,65,65,125,115,80,False,generation-iii,telepathy,psychic,484,16
surskit,https://pokeapi.co/api/v2/pokemon/283/,"bug, water","swift-swim, rain-dish",40,30,32,50,52,65,False,generation-iii,rain-dish,bug,17,5
masquerain,https://pokeapi.co/api/v2/pokemon/284/,"bug, flying","intimidate, unnerve",70,60,62,100,82,80,False,generation-iii,unnerve,bug,36,8
shroomish,https://pokeapi.co/api/v2/pokemon/285/,grass,"effect-spore, poison-heal, quick-feet",60,40,60,40,60,35,False,generation-iii,quick-feet,grass,45,4
breloom,https://pokeapi.co/api/v2/pokemon/286/,"grass, fighting","effect-spore, poison-heal, technician",60,130,80,60,60,70,False,generation-iii,technician,grass,392,12
slakoth,https://pokeapi.co/api/v2/pokemon/287/,normal,truant,60,60,60,35,35,30,False,generation-iii,,normal,240,8
vigoroth,https://pokeapi.co/api/v2/pokemon/288/,normal,vital-spirit,80,80,80,55,55,90,False,generation-iii,,normal,465,14
slaking,https://pokeapi.co/api/v2/pokemon/289/,normal,truant,150,160,100,95,65,100,False,generation-iii,,normal,1305,20
nincada,https://pokeapi.co/api/v2/pokemon/290/,"bug, ground","compound-eyes, run-away",31,45,90,30,30,40,False,generation-iii,run-away,bug,55,5
ninjask,https://pokeapi.co/api/v2/pokemon/291/,"bug, flying","speed-boost, infiltrator",61,90,45,50,50,160,False,generation-iii,infiltrator,bug,120,8
shedinja,https://pokeapi.co/api/v2/pokemon/292/,"bug, ghost",wonder-guard,1,90,45,30,30,40,False,generation-iii,,bug,12,8
whismur,https://pokeapi.co/api/v2/pokemon/293/,normal,"soundproof, rattled",64,51,23,51,23,28,False,generation-iii,rattled,normal,163,6
loudred,https://pokeapi.co/api/v2/pokemon/294/,normal,"soundproof, scrappy",84,71,43,71,43,48,False,generation-iii,scrappy,normal,405,10
exploud,https://pokeapi.co/api/v2/pokemon/295/,normal,"soundproof, scrappy",104,91,63,91,73,68,False,generation-iii,scrappy,normal,840,15
makuhita,https://pokeapi.co/api/v2/pokemon/296/,fighting,"thick-fat, guts, sheer-force",72,60,30,20,30,25,False,generation-iii,sheer-force,fighting,864,10
hariyama,https://pokeapi.co/api/v2/pokemon/297/,fighting,"thick-fat, guts, sheer-force",144,120,60,40,60,50,False,generation-iii,sheer-force,fighting,2538,23
azurill,https://pokeapi.co/api/v2/pokemon/298/,"normal, fairy","thick-fat, huge-power, sap-sipper",50,20,40,20,40,20,False,generation-iii,sap-sipper,normal,20,2
nosepass,https://pokeapi.co/api/v2/pokemon/299/,rock,"sturdy, magnet-pull, sand-force",30,45,135,45,90,30,False,generation-iii,sand-force,rock,970,10
skitty,https://pokeapi.co/api/v2/pokemon/300/,normal,"cute-charm, normalize, wonder-skin",50,45,45,35,35,50,False,generation-iii,wonder-skin,normal,110,6
delcatty,https://pokeapi.co/api/v2/pokemon/301/,normal,"cute-charm, normalize, wonder-skin",70,65,65,55,55,90,False,generation-iii,wonder-skin,normal,326,11
sableye,https://pokeapi.co/api/v2/pokemon/302/,"dark, ghost","keen-eye, stall, prankster",50,75,75,65,65,50,False,generation-iii,prankster,dark,110,5
mawile,https://pokeapi.co/api/v2/pokemon/303/,"steel, fairy","hyper-cutter, intimidate, sheer-force",50,85,85,55,55,50,False,generation-iii,sheer-force,steel,115,6
aron,https://pokeapi.co/api/v2/pokemon/304/,"steel, rock","sturdy, rock-head, heavy-metal",50,70,100,40,40,30,False,generation-iii,heavy-metal,steel,600,4
lairon,https://pokeapi.co/api/v2/pokemon/305/,"steel, rock","sturdy, rock-head, heavy-metal",60,90,140,50,50,40,False,generation-iii,heavy-metal,steel,1200,9
