mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.3,"47 km NNW of Chickaloon, Alaska",1699547077244,1699547194385,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023edwvsb0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023edwvsb0&format=geojson,,,,,automatic,0,81,ak,023edwvsb0,",ak023edwvsb0,",",ak,",",origin,phase-data,",,,1.02,,ml,earthquake,"M 2.3 - 47 km NNW of Chickaloon, Alaska"
3.1,"56 km SSW of Whites City, New Mexico",1699546776124,1699636687429,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzhg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzhg&format=geojson,3.0,3.1,,,reviewed,0,149,tx,2023vzhg,",tx2023vzhg,us7000l9wr,",",tx,us,",",dyfi,origin,phase-data,",25.0,0.0,0.2,80.0,ml(texnet),earthquake,"M 3.1 - 56 km SSW of Whites City, New Mexico"
1.47,"15 km E of Seven Trees, CA",1699546696370,1699665010187,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960536,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960536&format=geojson,,,,,reviewed,0,33,nc,73960536,",nc73960536,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.0406,0.08,40.0,md,earthquake,"M 1.5 - 15 km E of Seven Trees, CA"
2.3,"44 km NW of Toyah, Texas",1699546087020,1699639633830,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzgy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzgy&format=geojson,,,,,reviewed,0,81,tx,2023vzgy,",tx2023vzgy,",",tx,",",origin,phase-data,",19.0,0.0,0.2,56.0,ml(texnet),earthquake,"M 2.3 - 44 km NW of Toyah, Texas"
2.7,"61 km SSW of Whites City, New Mexico",1699545502009,1699643043680,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzgq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzgq&format=geojson,,,,,reviewed,0,112,tx,2023vzgq,",us7000l9vz,tx2023vzgq,",",us,tx,",",origin,phase-data,",28.0,0.0,0.2,74.0,ml(texnet),earthquake,"M 2.7 - 61 km SSW of Whites City, New Mexico"
0.35,,1699544760130,1699640712230,,https://earthquake.usgs.gov/earthquakes/eventpage/av91121153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91121153&format=geojson,,,,,reviewed,0,2,av,91121153,",av91121153,",",av,",",origin,phase-data,",5.0,,0.24,137.0,ml,earthquake,M 0.4 - 
0.7,"7 km WNW of Cobb, CA",1699544513720,1699545790738,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960516,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960516&format=geojson,,,,,automatic,0,8,nc,73960516,",nc73960516,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.007055,0.01,71.0,md,earthquake,"M 0.7 - 7 km WNW of Cobb, CA"
-0.24,"84 km NNW of Karluk, Alaska",1699544300740,1699639911760,,https://earthquake.usgs.gov/earthquakes/eventpage/av91121143,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91121143&format=geojson,,,,,reviewed,0,0,av,91121143,",av91121143,",",av,",",origin,phase-data,",5.0,,0.15,225.0,ml,earthquake,"M -0.2 - 84 km NNW of Karluk, Alaska"
-0.08,"86 km NNW of Karluk, Alaska",1699544237690,1699596421350,,https://earthquake.usgs.gov/earthquakes/eventpage/av92112556,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92112556&format=geojson,,,,,reviewed,0,0,av,92112556,",av92112556,",",av,",",origin,phase-data,",5.0,,0.16,121.0,ml,earthquake,"M -0.1 - 86 km NNW of Karluk, Alaska"
4.7,Banda Sea,1699544209694,1699549188040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9uy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9uy&format=geojson,,,,,reviewed,0,340,us,7000l9uy,",us7000l9uy,",",us,",",origin,phase-data,",69.0,7.367,0.53,57.0,mb,earthquake,M 4.7 - Banda Sea
0.64,"7 km WNW of Cobb, CA",1699544099560,1699545190679,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960506,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960506&format=geojson,,,,,automatic,0,6,nc,73960506,",nc73960506,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.008693,0.02,70.0,md,earthquake,"M 0.6 - 7 km WNW of Cobb, CA"
1.09,"7 km WNW of Cobb, CA",1699543811820,1699547110873,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960501,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960501&format=geojson,,,,,automatic,0,18,nc,73960501,",nc73960501,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.007444,0.02,65.0,md,earthquake,"M 1.1 - 7 km WNW of Cobb, CA"
0.42,"2 km NNW of The Geysers, CA",1699543596590,1699569010988,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960491,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960491&format=geojson,,,,,reviewed,0,3,nc,73960491,",nc73960491,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01869,0.03,116.0,md,earthquake,"M 0.4 - 2 km NNW of The Geysers, CA"
1.5,"52 km NW of Toyah, Texas",1699543500528,1699649459126,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzfl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzfl&format=geojson,,,,,reviewed,0,35,tx,2023vzfl,",tx2023vzfl,",",tx,",",origin,phase-data,",18.0,0.1,0.2,67.0,ml(texnet),earthquake,"M 1.5 - 52 km NW of Toyah, Texas"
4.9,,1699543336590,1699635272040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9uv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9uv&format=geojson,,,,,reviewed,0,369,us,7000l9uv,",us7000l9uv,",",us,",",origin,phase-data,",126.0,6.22,0.79,77.0,mb,earthquake,M 4.9 - 
2.0,"45 km W of Mentone, Texas",1699542055337,1699544719069,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzer,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzer&format=geojson,,,,,automatic,0,62,tx,2023vzer,",tx2023vzer,",",tx,",",origin,phase-data,",14.0,0.0,1.3,217.0,ml(texnet),earthquake,"M 2.0 - 45 km W of Mentone, Texas"
0.58,"32 km N of Amboy, Washington",1699541879360,1699559306100,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61971476,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61971476&format=geojson,,,,,reviewed,0,5,uw,61971476,",uw61971476,",",uw,",",origin,phase-data,",11.0,0.01123,0.13,258.0,ml,earthquake,"M 0.6 - 32 km N of Amboy, Washington"
1.6,western Texas,1699541612567,1699544712057,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzel,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzel&format=geojson,,,,,automatic,0,39,tx,2023vzel,",tx2023vzel,",",tx,",",origin,phase-data,",15.0,0.0,0.2,51.0,ml(texnet),earthquake,M 1.6 - western Texas
0.84,"6 km NW of The Geysers, CA",1699541470350,1699548912033,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960476,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960476&format=geojson,,,,,automatic,0,11,nc,73960476,",nc73960476,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.006915,0.03,83.0,md,earthquake,"M 0.8 - 6 km NW of The Geysers, CA"
1.01,"17 km W of Minersville, Utah",1699541423710,1699549422720,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60553917,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60553917&format=geojson,,,,,reviewed,0,16,uu,60553917,",uu60553917,",",uu,",",origin,phase-data,",7.0,0.1413,0.09,189.0,md,earthquake,"M 1.0 - 17 km W of Minersville, Utah"
3.2,"60 km SE of Perryville, Alaska",1699541195270,1699546792040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023edvtmp3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023edvtmp3&format=geojson,,,,,automatic,0,158,ak,023edvtmp3,",us7000l9ur,ak023edvtmp3,",",us,ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 3.2 - 60 km SE of Perryville, Alaska"
0.52,"Andreanof Islands, Aleutian Islands, Alaska",1699540829700,1699595774280,,https://earthquake.usgs.gov/earthquakes/eventpage/av92112511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92112511&format=geojson,,,,,reviewed,0,4,av,92112511,",av92112511,",",av,",",origin,phase-data,",5.0,,0.2,126.0,ml,earthquake,"M 0.5 - Andreanof Islands, Aleutian Islands, Alaska"
2.4,"37 km NW of Valdez, Alaska",1699539886310,1699556787929,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023edvoxsn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023edvoxsn&format=geojson,1.0,2.7,,,automatic,0,89,ak,023edvoxsn,",ak023edvoxsn,",",ak,",",dyfi,origin,phase-data,",,,0.25,,ml,earthquake,"M 2.4 - 37 km NW of Valdez, Alaska"
-0.1,"67 km ENE of Pedro Bay, Alaska",1699539368250,1699595239060,,https://earthquake.usgs.gov/earthquakes/eventpage/av92112506,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92112506&format=geojson,,,,,reviewed,0,0,av,92112506,",av92112506,",",av,",",origin,phase-data,",5.0,,0.05,275.0,ml,earthquake,"M -0.1 - 67 km ENE of Pedro Bay, Alaska"
5.1,"37 km NE of Luganville, Vanuatu",1699539129087,1699540088040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9ul,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9ul&format=geojson,,,,,reviewed,0,400,us,7000l9ul,",us7000l9ul,",",us,",",origin,phase-data,",43.0,6.0,0.63,108.0,mww,earthquake,"M 5.1 - 37 km NE of Luganville, Vanuatu"
1.8,"27 km N of Two Rivers, Alaska",1699539017168,1699539138451,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023edvlvis,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023edvlvis&format=geojson,,,,,automatic,0,50,ak,023edvlvis,",ak023edvlvis,",",ak,",",origin,phase-data,",,,0.39,,ml,earthquake,"M 1.8 - 27 km N of Two Rivers, Alaska"
1.7,"35 km NNW of Toyah, Texas",1699538800671,1699540345082,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzcx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzcx&format=geojson,,,,,automatic,0,44,tx,2023vzcx,",tx2023vzcx,",",tx,",",origin,phase-data,",15.0,0.0,0.3,72.0,ml(texnet),earthquake,"M 1.7 - 35 km NNW of Toyah, Texas"
1.7,"36 km WSW of Mentone, Texas",1699538479259,1699540335022,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzct,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzct&format=geojson,,,,,automatic,0,44,tx,2023vzct,",tx2023vzct,",",tx,",",origin,phase-data,",15.0,0.0,0.4,50.0,ml(texnet),earthquake,"M 1.7 - 36 km WSW of Mentone, Texas"
0.98,"3 km WSW of Anderson Springs, CA",1699538180000,1699547291887,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960466,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960466&format=geojson,,,,,automatic,0,15,nc,73960466,",nc73960466,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.008438,0.02,107.0,md,earthquake,"M 1.0 - 3 km WSW of Anderson Springs, CA"
0.69,"9 km NNE of Cabazon, CA",1699538130510,1699543034237,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710730,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710730&format=geojson,,,,,reviewed,0,7,ci,39710730,",ci39710730,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.07346,0.11,91.0,ml,earthquake,"M 0.7 - 9 km NNE of Cabazon, CA"
1.5,"55 km SSE of Whites City, New Mexico",1699538082907,1699540699388,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzcn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzcn&format=geojson,,,,,automatic,0,35,tx,2023vzcn,",tx2023vzcn,",",tx,",",origin,phase-data,",8.0,0.1,0.5,210.0,ml(texnet),earthquake,"M 1.5 - 55 km SSE of Whites City, New Mexico"
1.6,western Texas,1699537644417,1699538521009,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzcg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzcg&format=geojson,,,,,automatic,0,39,tx,2023vzcg,",tx2023vzcg,",",tx,",",origin,phase-data,",17.0,0.0,0.5,67.0,mlv,earthquake,M 1.6 - western Texas
0.27,"8 km NW of The Geysers, CA",1699537091110,1699538114994,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960461&format=geojson,,,,,automatic,0,1,nc,73960461,",nc73960461,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.008885,0.02,162.0,md,earthquake,"M 0.3 - 8 km NW of The Geysers, CA"
1.03,"9 km NW of The Geysers, CA",1699536386920,1699545673727,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960456,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960456&format=geojson,,,,,automatic,0,16,nc,73960456,",nc73960456,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.007705,0.02,74.0,md,earthquake,"M 1.0 - 9 km NW of The Geysers, CA"
4.5,"Near the coast of Tarapaca, Chile",1699535112443,1699546587040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9u4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9u4&format=geojson,,,,,reviewed,0,312,us,7000l9u4,",us7000l9u4,",",us,",",origin,phase-data,",27.0,0.294,1.04,143.0,mb,earthquake,"M 4.5 - Near the coast of Tarapaca, Chile"
1.6,"37 km WSW of Mentone, Texas",1699535095161,1699535908041,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzax,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzax&format=geojson,,,,,automatic,0,39,tx,2023vzax,",tx2023vzax,",",tx,",",origin,phase-data,",15.0,0.0,0.4,88.0,ml(texnet),earthquake,"M 1.6 - 37 km WSW of Mentone, Texas"
2.0,"38 km WSW of Mentone, Texas",1699535045425,1699535903848,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzav,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzav&format=geojson,,,,,automatic,0,62,tx,2023vzav,",tx2023vzav,",",tx,",",origin,phase-data,",16.0,0.0,0.6,46.0,ml(texnet),earthquake,"M 2.0 - 38 km WSW of Mentone, Texas"
1.5,"66 km NNE of Van Horn, Texas",1699534586458,1699538965468,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzao,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzao&format=geojson,2.0,2.2,,,automatic,0,35,tx,2023vzao,",tx2023vzao,",",tx,",",dyfi,origin,phase-data,",7.0,0.1,0.1,161.0,ml(texnet),earthquake,"M 1.5 - 66 km NNE of Van Horn, Texas"
0.77,"4 km W of Cobb, CA",1699534553600,1699544111715,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960446,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960446&format=geojson,,,,,automatic,0,9,nc,73960446,",nc73960446,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01398,0.02,113.0,md,earthquake,"M 0.8 - 4 km W of Cobb, CA"
0.5,"26 km ENE of Herlong, California",1699534482302,1699576692397,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00868708,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00868708&format=geojson,,,,,reviewed,0,4,nn,00868708,",nn00868708,",",nn,",",origin,phase-data,",3.0,0.083,0.0221,246.13,ml,earthquake,"M 0.5 - 26 km ENE of Herlong, California"
1.4,"17 km NNW of Mina, Nevada",1699534301494,1699552842054,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00868648,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00868648&format=geojson,,,,,reviewed,0,30,nn,00868648,",nn00868648,",",nn,",",origin,phase-data,",10.0,0.4,0.1424,65.88,ml,earthquake,"M 1.4 - 17 km NNW of Mina, Nevada"
0.95,"1 km SSE of The Geysers, CA",1699534232670,1699542372415,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960441,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960441&format=geojson,,,,,automatic,0,14,nc,73960441,",nc73960441,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01094,0.2,118.0,md,earthquake,"M 1.0 - 1 km SSE of The Geysers, CA"
1.6,western Texas,1699534154284,1699536350178,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vzai,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vzai&format=geojson,,,,,automatic,0,39,tx,2023vzai,",tx2023vzai,",",tx,",",origin,phase-data,",16.0,0.0,0.4,56.0,mlv,earthquake,M 1.6 - western Texas
-0.57,"64 km ENE of Pedro Bay, Alaska",1699533622600,1699644737570,,https://earthquake.usgs.gov/earthquakes/eventpage/av92112441,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92112441&format=geojson,,,,,reviewed,0,0,av,92112441,",av92112441,",",av,",",origin,phase-data,",4.0,,0.02,110.0,ml,earthquake,"M -0.6 - 64 km ENE of Pedro Bay, Alaska"
1.61,"0 km E of Howardville, Missouri",1699533438360,1699546551790,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60559656,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60559656&format=geojson,,,,,reviewed,0,40,nm,60559656,",nm60559656,",",nm,",",origin,phase-data,",28.0,0.0412,0.04,39.0,md,earthquake,"M 1.6 - 0 km E of Howardville, Missouri"
4.6,south of the Fiji Islands,1699533175860,1699535447040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9tz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9tz&format=geojson,,,,,reviewed,0,326,us,7000l9tz,",us7000l9tz,",",us,",",origin,phase-data,",31.0,3.627,0.84,119.0,mb,earthquake,M 4.6 - south of the Fiji Islands
1.11,"16 km E of Seven Trees, CA",1699533080690,1699663331015,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960436,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960436&format=geojson,,,,,reviewed,0,19,nc,73960436,",nc73960436,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.02617,0.06,55.0,md,earthquake,"M 1.1 - 16 km E of Seven Trees, CA"
0.84,"6 km WNW of Dutch Harbor, Alaska",1699533066080,1699593528460,,https://earthquake.usgs.gov/earthquakes/eventpage/av92112416,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92112416&format=geojson,,,,,reviewed,0,11,av,92112416,",av92112416,",",av,",",origin,phase-data,",7.0,,0.11,244.0,ml,earthquake,"M 0.8 - 6 km WNW of Dutch Harbor, Alaska"
1.4,"9 km NW of Bridgeport, California",1699533061525,1699575947476,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00868706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00868706&format=geojson,,,,,reviewed,0,30,nn,00868706,",nn00868706,",",nn,",",origin,phase-data,",9.0,0.222,0.1581,93.06,ml,earthquake,"M 1.4 - 9 km NW of Bridgeport, California"
1.26,"11 km SSE of Hemet, CA",1699532803520,1699539532170,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710714,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710714&format=geojson,,,,,reviewed,0,24,ci,39710714,",ci39710714,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",48.0,0.03406,0.15,36.0,ml,earthquake,"M 1.3 - 11 km SSE of Hemet, CA"
2.1,"75 km N of Chickaloon, Alaska",1699532141116,1699532243503,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023edug4qn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023edug4qn&format=geojson,,,,,automatic,0,68,ak,023edug4qn,",ak023edug4qn,",",ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 2.1 - 75 km N of Chickaloon, Alaska"
2.1,"63 km ESE of Denali Park, Alaska",1699531979635,1699532104007,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023edufj0r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023edufj0r&format=geojson,,,,,automatic,0,68,ak,023edufj0r,",ak023edufj0r,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 2.1 - 63 km ESE of Denali Park, Alaska"
1.54,Wyoming,1699531900140,1699548835050,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60553912,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60553912&format=geojson,,,,,reviewed,0,36,uu,60553912,",uu60553912,",",uu,",",origin,phase-data,",8.0,0.09852,0.22,155.0,md,earthquake,M 1.5 - Wyoming
1.13,"24 km N of Pāhala, Hawaii",1699531326660,1699567552910,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73642272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73642272&format=geojson,,,,,reviewed,0,20,hv,73642272,",hv73642272,",",hv,",",origin,phase-data,",19.0,,0.17,45.0,md,earthquake,"M 1.1 - 24 km N of Pāhala, Hawaii"
4.4,"69 km NNE of Calama, Chile",1699531272150,1699533144040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9tr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9tr&format=geojson,,,,,reviewed,0,298,us,7000l9tr,",us7000l9tr,",",us,",",origin,phase-data,",24.0,0.972,0.7,51.0,mb,earthquake,"M 4.4 - 69 km NNE of Calama, Chile"
2.33,"9 km NW of Bridgeport, CA",1699530819620,1699554612628,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960426,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960426&format=geojson,,,,,reviewed,0,84,nc,73960426,",nc73960426,nn00868645,",",nc,nn,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.2225,0.07,115.0,md,earthquake,"M 2.3 - 9 km NW of Bridgeport, CA"
1.9,"37 km WSW of Mentone, Texas",1699530741120,1699532235014,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vyym,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vyym&format=geojson,,,,,reviewed,0,56,tx,2023vyym,",tx2023vyym,",",tx,",",origin,phase-data,",27.0,0.0,0.1,51.0,ml(texnet),earthquake,"M 1.9 - 37 km WSW of Mentone, Texas"
1.5,,1699530260506,1699531977635,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vyyf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vyyf&format=geojson,,,,,automatic,0,35,tx,2023vyyf,",tx2023vyyf,",",tx,",",origin,phase-data,",17.0,0.1,0.5,147.0,ml(texnet),earthquake,M 1.5 - 
